lat,lon,time,content,tags
-73.99541159,40.73361466,Sun Nov 09 02:22:27 +0000 2014,#NYUStern makes sure I am warm 🙊 http://t.co/X6xbuMFJYi,['NYUStern']
-73.9791103,40.6345596,Sun Nov 09 02:24:02 +0000 2014,@aproposzine up in the duvet like a tauntaun,[]
-73.976563,40.681631,Sun Nov 09 02:25:33 +0000 2014,#saturdaynight @ McMahon's Public House http://t.co/KXaG4Jttaj,['saturdaynight']
-73.9756494,40.6956529,Sun Nov 09 02:26:38 +0000 2014,@T_HardJR show your skilkz...,[]
-73.99838984,40.73239407,Sun Nov 09 02:24:03 +0000 2014,@m3aghanqu1nn @carlyaquilino @JessimaePeluso @nyuskirball it was amazing I'm having a moment of silence for your loss,[]
-73.9929582,40.7700052,Sun Nov 09 02:25:35 +0000 2014,lit.,[]
-74.0285034,40.7777375,Sun Nov 09 02:25:04 +0000 2014,"@taylorcaniff 

#canifffollowme

PLEASE FOLLOW ME SUNSHINE 💛💛 
X18",['canifffollowme']
-73.930003,40.646476,Sun Nov 09 02:21:57 +0000 2014,"radicalonfire aka Jason ""Conquest"" Roberts performing at his CD Release Concert! #brooklyn #nyc #music… http://t.co/w92gYch0Td","['brooklyn', 'nyc', 'music']"
-73.9112882,40.8145981,Sun Nov 09 02:26:36 +0000 2014,http://t.co/I22mxLDbLw,[]
-73.98868373,40.77499471,Sun Nov 09 02:26:38 +0000 2014,Betcha my Saturday night is more exciting than yours. http://t.co/0Z9whTUfu3,[]
-73.9929764,40.76369206,Sun Nov 09 02:23:01 +0000 2014,@mikekelton Flawless.,[]
-74.0052636,40.72882912,Sun Nov 09 02:24:02 +0000 2014,South pool 9/11 memorial #pool #nyc #manhattan #memorial #fidi #iphonesia #iphone5s #webstagram… http://t.co/2MwwnWV3Qy,"['pool', 'nyc', 'manhattan', 'memorial', 'fidi', 'iphonesia', 'iphone5s', 'webstagram']"
-73.98975492,40.67855511,Sun Nov 09 02:22:29 +0000 2014,"Happy birthday Katie! (at @LavenderLakeBar in Brooklyn, NY w/ @blorichca @jasepatrizio) https://t.co/Rts745tw2q",[]
-74.1538509,40.7226308,Sun Nov 09 02:23:29 +0000 2014,I'M UGLY AND I'M PROUD. I'M UGLY AND I'M PROUD!,[]
-74.0085826,40.7062832,Sun Nov 09 02:25:33 +0000 2014,#3rdquarterofdoom,['3rdquarterofdoom']
-73.98309135,40.74947682,Sun Nov 09 02:21:56 +0000 2014,“@chrisdelia: The #cutearmy assembles in New York. Town Hall in 30.” I think you're referring to the audience :),['cutearmy']
-73.985708,40.75773,Sun Nov 09 02:25:04 +0000 2014,Casually bumped into Nick Cannon @ Time Square http://t.co/NvTUk5zBNp,[]
-74.06511603,40.79258186,Sun Nov 09 02:28:40 +0000 2014,@johnsoliven da fuq,[]
-73.90125596,40.74077513,Sun Nov 09 02:28:10 +0000 2014,@kaiceVK14 adik asawa ko 😂,[]
-74.0859012,40.647272,Sun Nov 09 02:31:47 +0000 2014,Hiruma =(,[]
-73.88714679,40.72216163,Sun Nov 09 02:28:41 +0000 2014,boy do people change quickly,[]
-73.95689291,40.82035497,Sun Nov 09 02:28:40 +0000 2014,I really don't text anyone anymore🙎,[]
-73.95242321,40.78283331,Sun Nov 09 02:31:46 +0000 2014,@onat_dogan ee olsun o kadar😏,[]
-73.8911346,40.7441915,Sun Nov 09 02:31:47 +0000 2014,@thecello777 하하 내년 3월 말에 내가 귀국할 수도 있어요. 근데 이 방은 옆방 사람이 탐을 내고 있긴해요.,[]
-73.94084814,40.82541534,Sun Nov 09 02:30:45 +0000 2014,@Mr_Stark42 what are you talking about ?? 👀👀,[]
-74.0305683,40.6318678,Sun Nov 09 02:29:43 +0000 2014,Well that's fun,[]
-73.90137372,40.7407066,Sun Nov 09 02:31:18 +0000 2014,@kaiceVK14 isa ka pa eh 😂,[]
-73.91944343,40.77337843,Sun Nov 09 02:31:16 +0000 2014,“@TheGrinch2000: 7:00: Wrestle with my self-loathing... I'm booked!” @crazyypete,[]
-74.0013232,40.76150546,Sun Nov 09 02:27:09 +0000 2014,Ugh,[]
-74.0132218,40.707996,Sun Nov 09 02:27:36 +0000 2014,"@colingorenstein, #SoberThoughts",['SoberThoughts']
-73.9379542,40.8366998,Sun Nov 09 02:30:46 +0000 2014,My heart is heavy,[]
-73.9112748,40.8146107,Sun Nov 09 02:31:45 +0000 2014,http://t.co/08jSctDnci,[]
-73.8911082,40.7441734,Sun Nov 09 02:28:09 +0000 2014,@thecello777 아뇨. 그냥 주택의 너른 옥탑방이예요. 주인과 분리되어잇어 아주아주 살기 좋네요.,[]
-73.9773877,40.75267418,Sun Nov 09 02:30:44 +0000 2014,The cliché NYC shot that I never get tired of. @ Grand Central Terminal http://t.co/CxRcbtuYbp,[]
-73.98194839,40.76808751,Sun Nov 09 02:30:44 +0000 2014,Who's Ahmet?! @ Jazz at Lincoln Center http://t.co/A2RDqgOvsR,[]
-73.9526413,40.636183,Sun Nov 09 02:31:15 +0000 2014,What ever happen to Trinidad James ??,[]
-73.9148591,40.6662234,Sun Nov 09 02:27:09 +0000 2014,@AnthonyCPaul Happy birthday,[]
-74.03455048,40.76643465,Sun Nov 09 02:30:44 +0000 2014,“@Media_Monopoly: lmao who made this? https://t.co/feYB5vMX0n” LMFAOOOOOOO,[]
-73.90401156,40.69541663,Sun Nov 09 02:28:09 +0000 2014,There we go. A few tries to get all the girls in the family in a #selfie with the Bday boy #Alek… http://t.co/NWherbXuZy,"['selfie', 'Alek']"
-74.03185043,40.78344179,Sun Nov 09 02:28:10 +0000 2014,Sleeping beauty &amp; Maleficent are on.. Im dying 😭😍,[]
-73.99092378,40.73427976,Sun Nov 09 02:29:44 +0000 2014,👭 @ Max Brenner Chocolate http://t.co/FH07DTbH00,[]
-73.98866735,40.7032362,Sun Nov 09 02:27:38 +0000 2014,Light show in dumbo #bk #newyork @ DUMBO Arts Festival http://t.co/eHRIG97VWu,"['bk', 'newyork']"
-73.99068748,40.7033152,Sun Nov 09 02:31:17 +0000 2014,"#nyfol #dopeshit @ DUMBO, Brooklyn http://t.co/zLYJCAY5kb","['nyfol', 'dopeshit']"
-73.8911087,40.7441687,Sun Nov 09 02:29:11 +0000 2014,한국에서 자메이카에 가려면 보통 뉴욕을 경유한다. 그런 의미에서 뉴욕에서 사는 동안 가주어야 한다.,[]
-73.96675876,40.78300575,Sun Nov 09 02:29:43 +0000 2014,don't respond that's cook,[]
-74.00456656,40.68142327,Sun Nov 09 02:30:46 +0000 2014,"#banjo god #tonytrishka #bluegrass (@ Jalopy Tavern in Brooklyn, NY) https://t.co/SDoB3BCr1d","['banjo', 'tonytrishka', 'bluegrass']"
-73.98844388,40.75676108,Sun Nov 09 02:30:44 +0000 2014,Of course I would want to fucking go to the Dave and Busters in Times Square in a fucking Saturday 😑,[]
-73.9882675,40.75582946,Sun Nov 09 02:31:15 +0000 2014,Aladdin is amazing! #broadway #theater #Aladdin #nyc @ Aladdin - The Musical http://t.co/L6G9NoTUfY,"['broadway', 'theater', 'Aladdin', 'nyc']"
-73.98528971,40.66534682,Sun Nov 09 02:32:16 +0000 2014,I would kill to see Joey Ramone in his glitter phase.,[]
-73.93483776,40.81239421,Sun Nov 09 02:35:54 +0000 2014,They gave him a stick “@naima: @KMJeezy and bite a dirty rag... Or bullet”,[]
-73.9784602,40.72707575,Sun Nov 09 02:32:18 +0000 2014,Hira wants to do this awesome snake here next week! First one who emails and sets up a deposits gets… http://t.co/JXXLPxVob5,[]
-73.8755452,40.6842485,Sun Nov 09 02:34:20 +0000 2014,"I need to be at a basement party that only plays undeground hip hop, and is filled with girls on drugs who love art.",[]
-74.04511443,40.75224707,Sun Nov 09 02:35:22 +0000 2014,I'm in love with this girl I work with lol.,[]
-73.98494225,40.77262885,Sun Nov 09 02:33:50 +0000 2014,Missing Opera Colorado's Butterfly rehearsals - but I'm seeing Klinghoffer at the Met http://t.co/RFcOuxAeRU,[]
-73.97824002,40.75653244,Sun Nov 09 02:33:52 +0000 2014,Browsing on 5th Avenue @ Fifth Avenue http://t.co/Q7O1hN51FA,[]
-73.99641152,40.71563753,Sun Nov 09 02:33:19 +0000 2014,Poor Mr. Cluck Cluck... @ Sunshine 27 Dim Sum &amp; Seafood Restaurant http://t.co/SecJ6HLgzF,[]
-73.96229366,40.76172509,Sun Nov 09 02:32:46 +0000 2014,A playboy model that me and andrew love just liked my selfie,[]
-73.9934451,40.7205096,Sun Nov 09 02:33:50 +0000 2014,"""Meu nome é Valesca e o apelido é Vavá"" #FunkDoBem",['FunkDoBem']
-74.03500219,40.76653552,Sun Nov 09 02:32:48 +0000 2014,“@TheFunnyVines: This deserves endless retweets 🙌 https://t.co/BJsFSX2NIV”🙌🙌🙌,[]
-73.9734528,40.7929211,Sun Nov 09 02:35:53 +0000 2014,Introducing the Norwegian version of Kesha: http://t.co/aOJ0jqMMeE,[]
-73.98239256,40.71819232,Sun Nov 09 02:35:53 +0000 2014,Jack Ballard is BAE 😍😍😍🔥🙌,[]
-73.9112761,40.8145794,Sun Nov 09 02:35:22 +0000 2014,http://t.co/gGQYvBmhMu,[]
-73.97519018,40.7355252,Sun Nov 09 02:34:20 +0000 2014,It was Rockin' Around the Christmas Tree...,[]
-73.98193832,40.73930442,Sun Nov 09 02:36:25 +0000 2014,"Khana time! (@ Penny Lane in New York, NY) https://t.co/EsMdav0cBs",[]
-73.99861734,40.72631015,Sun Nov 09 02:36:57 +0000 2014,"If I was that guy in the front row, I would have deep-throated that mic. Great set, lady! @JessimaePeluso #comedyweek #nyc","['comedyweek', 'nyc']"
-73.98866452,40.73876708,Sun Nov 09 02:33:20 +0000 2014,fur n family ✌️ @ Trattoria Il Mulino http://t.co/rqbHXKclGS,[]
-74.05804115,40.74778076,Sun Nov 09 02:33:19 +0000 2014,Jus got the iPhone 6+ n shit already acting stupid 😒. Anyway we gonna be at opus tonite!😁🙌 #hoysebebe http://t.co/ULn7VV2RXM,['hoysebebe']
-73.9018475,40.6951291,Sun Nov 09 02:36:26 +0000 2014,Cooper is a different kind of beast mode.    #ALAvsLSU,['ALAvsLSU']
-73.99090845,40.68709157,Sun Nov 09 02:36:58 +0000 2014,"I'm at 61 Local in Brooklyn, NY https://t.co/ojT85CnE57",[]
-73.97092581,40.75561215,Sun Nov 09 02:34:23 +0000 2014,"Birthday dinner (@ Gyu-Kaku Japanese BBQ - @gyukakujbbq in New York, NY) https://t.co/yb8pnxTwmX",[]
-73.9678408,40.6953915,Sun Nov 09 02:33:19 +0000 2014,@ActualUchiha Well OK I'm doing this all for you. :) Man what a Drag....,[]
-73.90108762,40.74097086,Sun Nov 09 02:35:53 +0000 2014,@AkoSiNix08 hahaha jusko! On the process na nga 😂,[]
-73.98321809,40.68987665,Sun Nov 09 02:33:51 +0000 2014,"I wish I still had my treehouse, that way I could escape the world for a few hours 😕💭",[]
-73.9402915,40.7237865,Sun Nov 09 02:36:26 +0000 2014,@bakeribrooklyn but what's in it?,[]
-74.01078105,40.74665657,Sun Nov 09 02:38:29 +0000 2014,Senator Al Franken speaking to the fabulous #MfA teachers and guests #specialguest #mathisfun @ Pier… http://t.co/OnM083nA44,"['MfA', 'specialguest', 'mathisfun']"
-74.12281847,40.79597394,Sun Nov 09 02:39:03 +0000 2014,@jennabaffuto seeing you last night made my day ilysm💗💗💗,[]
-73.98938946,40.75732595,Sun Nov 09 02:37:59 +0000 2014,MACKIN W THE NYPD RN,[]
-73.98383242,40.7636341,Sun Nov 09 02:41:04 +0000 2014,@alondra_xoxo27 Hispanic moms,[]
-74.01022058,40.80739261,Sun Nov 09 02:40:04 +0000 2014,Having friends like these are the best http://t.co/JxaV414YQz,[]
-73.95586787,40.78737885,Sun Nov 09 02:41:35 +0000 2014,harlem. http://t.co/jNazdrb4n8,[]
-73.9112629,40.8146176,Sun Nov 09 02:37:28 +0000 2014,http://t.co/oeA8kbyk2a,[]
-73.93920716,40.79120766,Sun Nov 09 02:41:37 +0000 2014,🌖🌗🌘🌑 @truindian Ha ha!  Brilliant! @Merthea @franco5177,[]
-74.00766542,40.74086894,Sun Nov 09 02:41:06 +0000 2014,"SDC + MPC = FOREVER @ The Standard, High Line http://t.co/iBPPIkPMTY",[]
-73.97334235,40.74903527,Sun Nov 09 02:39:33 +0000 2014,"""At first, I planned on strangling her with her Juicy sweatpants. But if she's still wearing those, I've already won.""",[]
-73.91290972,40.6261436,Sun Nov 09 02:37:26 +0000 2014,I can't believe we blew a 4 goal lead,[]
-74.1543593,40.630453,Sun Nov 09 02:39:02 +0000 2014,Let it down,[]
-73.989202,40.72705,Sun Nov 09 02:38:31 +0000 2014,Just added Grimm ShapeShifter on tap. See our full beer menu: http://t.co/V3iO4xEjct #BeerMenus,['BeerMenus']
-74.0305974,40.6319087,Sun Nov 09 02:40:04 +0000 2014,kickstarter for a buddy comedy in which hayes and duclair do wacky young guy things and try to pick up girls in rangerstown,[]
-73.95887692,40.67066828,Sun Nov 09 02:39:01 +0000 2014,"I'm at MTA 2 Train Shuttle Bus in Brooklyn, NY https://t.co/aBlj0B2jfm",[]
-73.97562649,40.75192532,Sun Nov 09 02:40:35 +0000 2014,I dont wana go back 😕,[]
-73.98394592,40.77258266,Sun Nov 09 02:40:36 +0000 2014,Jordan's first opera yall! Thanks to the amazing kellyfordays for getting me to experience this.… http://t.co/sUMUFlnxN7,[]
-73.97792093,40.72541881,Sun Nov 09 02:38:00 +0000 2014,"Food, good. Service, lightly salted 😤",[]
-73.98450893,40.75614903,Sun Nov 09 02:40:04 +0000 2014,Let's hear some funny. @ The Town Hall http://t.co/AmrCtuXf0G,[]
-73.96217147,40.66157995,Sun Nov 09 02:39:32 +0000 2014,"I'm at MTA Subway - S Franklin Ave Shuttle - @nyctsubwayscoop in New York, NY https://t.co/sm7Y3FBmTu",[]
-73.91246867,40.82034036,Sun Nov 09 02:39:00 +0000 2014,Literally having a cooking lesson at 9:30 pm on a Saturday so I can be ready for when I see my girl ❤️💋,[]
-74.03493379,40.76679977,Sun Nov 09 02:40:03 +0000 2014,Only know U love her when U let her goooo http://t.co/t1JfbQ3WHk,[]
-74.01025299,40.70434888,Sun Nov 09 02:39:31 +0000 2014,I love this place @AdriennesPizza @DowntownNYC @nycgo @amtomasetti http://t.co/VS6neiXO48,[]
-73.94966667,40.6335,Sun Nov 09 02:40:32 +0000 2014,"Sweet&amp;smokey steak with lemon pepper zucchini medallions and a red potato, bacon, and red pepper hash.… http://t.co/tq4KVPK80z",[]
-73.99336517,40.74731386,Sun Nov 09 02:41:37 +0000 2014,"Probably the best pizza I HAVE HAD! Omg (@ Cavallo's Pizzeria in New York, NY) https://t.co/fCQQc57r5k",[]
-73.95995817,40.69219535,Sun Nov 09 02:39:03 +0000 2014,"@squarepegjam RIGHT? I've heard people say they want to date ""ghetto black girls"" because they think it would be fun... -__-",[]
-73.96258198,40.65983575,Sun Nov 09 02:37:27 +0000 2014,@felixsalmon the part @TheStalwart leaves out is where technology comes in  and plays a big part in helping support that thriving culture.,[]
-73.99148807,40.74082036,Sun Nov 09 02:37:27 +0000 2014,"really bomb food oh and @wizkhalifa and @tonygonzalez88 are here (at @ZeroOttoNoveNyc in New York, NY w/ @seshen) https://t.co/MzgHBui3HN",[]
-74.0179875,40.7842429,Sun Nov 09 02:45:43 +0000 2014,"""@SideHoeNextDoor: When yo mama lazy and don't feel like cookin  https://t.co/olOoag5zZ1""@elvisestradaaa",[]
-73.94827292,40.72561059,Sun Nov 09 02:45:45 +0000 2014,@Capace17 watching now !,[]
-73.9963751,40.686011,Sun Nov 09 02:46:47 +0000 2014,Cam Talbot is looking more and more like a flash in the pan with each game. #hockeytweets,['hockeytweets']
-73.99065019,40.74021917,Sun Nov 09 02:43:10 +0000 2014,"love the interior/design of this store (@ Club Monaco in New York, NY) https://t.co/pd4XvD09fh http://t.co/EnYwH4hmuf",[]
-74.1018697,40.6160558,Sun Nov 09 02:44:12 +0000 2014,@frank_fiorello phone is taken away,[]
-74.00371215,40.74265386,Sun Nov 09 02:44:12 +0000 2014,My cab driver just referred to my bed as my boyfriend. #preach,['preach']
-73.96231909,40.7101407,Sun Nov 09 02:46:16 +0000 2014,Ethan Isaac fact of the week: Only drinks Vodka Gimlets with Rosa's Lime Juice.,[]
-74.00019819,40.72914238,Sun Nov 09 02:45:45 +0000 2014,LOL dani 😂,[]
-73.9483981,40.78122599,Sun Nov 09 02:44:12 +0000 2014,@katiewalkr nice,[]
-73.96531769,40.71857785,Sun Nov 09 02:43:40 +0000 2014,CHEF HERE,[]
-73.9559644,40.787383,Sun Nov 09 02:46:14 +0000 2014,@Emonnechantel_ you tweeting but ain't text me back.,[]
-74.00484623,40.7071564,Sun Nov 09 02:47:16 +0000 2014,"Bridesmaids is fucking hilarious, every time.",[]
-74.1525857,40.7453797,Sun Nov 09 02:45:43 +0000 2014,@MayBayas hermosura.como quedo river ecuador,[]
-73.98583797,40.75512264,Sun Nov 09 02:42:37 +0000 2014,Driving through the city when you're drunk is just fucking amazing,[]
-74.00007,40.72193926,Sun Nov 09 02:44:42 +0000 2014,#truth #melissasnycbachelorette hollaaaaaa. @ casa de penis http://t.co/wButK4y4CW,"['truth', 'melissasnycbachelorette']"
-73.99724393,40.69485711,Sun Nov 09 02:42:39 +0000 2014,"@gentrify_rwood  is a New Yorker, and a dude. Am I wrong?",[]
-73.99057699,40.68988322,Sun Nov 09 02:45:15 +0000 2014,"@ChipotleTweets Feel like I have to get this off my chest. I raid you of a few extra forks, napkins, and lemon wedges every time I visit",[]
-74.00031044,40.72914115,Sun Nov 09 02:46:44 +0000 2014,@whoisluka @tessadesroche :/ dani was on my twittaaa,[]
-73.92886584,40.66665836,Sun Nov 09 02:44:11 +0000 2014,http://t.co/7Y59uadbtd,[]
-73.99107281,40.73308462,Sun Nov 09 02:43:40 +0000 2014,“@ally_shelton21: Holy cow you are 🔥”,[]
-73.96687143,40.67400763,Sun Nov 09 02:45:45 +0000 2014,Wow# #fast,['fast']
-73.90091211,40.75989231,Sun Nov 09 02:42:38 +0000 2014,"Perfect Saturdays at THE WORLD FAMOUS @CLUBPERFECTION with @djenvy @djjayfive @djspider411
@djvamp_… http://t.co/S7C5ApI4vn",[]
-74.1772152,40.7579842,Sun Nov 09 02:45:44 +0000 2014,"""@MarilynMonroeDC: Don't talk, act. Don't say, show. Don't promise, prove.""",[]
-73.9953474,40.70307237,Sun Nov 09 02:43:09 +0000 2014,#nyfol #nothing #darkness #busted #canceled @NYFOL http://t.co/1FyCXWTNC2,"['nyfol', 'nothing', 'darkness', 'busted', 'canceled']"
-73.92282918,40.83132237,Sun Nov 09 02:46:46 +0000 2014,#CrooksOnDaBeat 💯💯💯💯☁️☁️☁️ @ MOG 400BLOK http://t.co/yM79JRmvgT,['CrooksOnDaBeat']
-73.93984452,40.80556859,Sun Nov 09 02:45:14 +0000 2014,We ask you what a hoe is you give the definition of a different word BYE,[]
-73.94172135,40.80687838,Sun Nov 09 02:45:44 +0000 2014,Marvelous production of @NikkoleSalter #CARNAVAL (at) @NatBlackTheatre http://t.co/maEEjMZ6Qf,['CARNAVAL']
-73.95686962,40.73233107,Sun Nov 09 02:46:15 +0000 2014,@PittBEC Hey guys. I'll be recruiting with @ideas42 at Pitt in February! Would be great to get your help on outreach.,[]
-74.00330717,40.68313133,Sun Nov 09 02:49:20 +0000 2014,“@wehateerica: facts http://t.co/COELqMpwg7” 🙌,[]
-73.8938423,40.6812014,Sun Nov 09 02:50:53 +0000 2014,Bamo a eto 🎲🎲🎲💰💱💲💷💶💴💵💳🍺🍻🍹 @ nano's lounge 🎲🍺🍻🍷🍹 http://t.co/LabwQzDRA7,[]
-74.01600395,40.80507555,Sun Nov 09 02:48:19 +0000 2014,@MoniaChamas badde,[]
-73.99326257,40.75282682,Sun Nov 09 02:51:58 +0000 2014,"New York got me feeling a whole new way! #bigthingshappening #january1st @ New York City, New York http://t.co/3OpowixtQi","['bigthingshappening', 'january1st']"
-74.17891861,40.72798379,Sun Nov 09 02:50:26 +0000 2014,Can't wait!!  New cookbook I picked up yesterday.  #nerdlife #culinarycatharsis @ My Digable Planet http://t.co/IND6XLxas5,"['nerdlife', 'culinarycatharsis']"
-73.9513135,40.67371219,Sun Nov 09 02:52:28 +0000 2014,"I'm gonna tweet that again after my NYT column comes out. Someone has to want a smart, cute, Jewish kept woman.",[]
-73.97771924,40.75946512,Sun Nov 09 02:48:49 +0000 2014,Post-game steaks for the Army W. #BeatUCONN @ NYY Steak http://t.co/JRmM7XBeIj,['BeatUCONN']
-73.94076871,40.80473388,Sun Nov 09 02:47:46 +0000 2014,I would've slayed in this 😕 http://t.co/QsUCOvBG2g,[]
-73.94033321,40.80814079,Sun Nov 09 02:48:17 +0000 2014,“@Tommyguns____: @MARYSKINSWEAT @LoveAshleyx3 @YUNGDULAH  hoe is slang for white shutup” hoe is slang for white? But I'm stupid? Ok.,[]
-73.99768755,40.63864487,Sun Nov 09 02:50:54 +0000 2014,#votefifthharmony IF IM IN THE HOSPITAL AND STILL VOTING YOU CAN TOO! RT ! http://t.co/CgWvdiJ3tu,['votefifthharmony']
-73.98668373,40.75837238,Sun Nov 09 02:48:50 +0000 2014,Hey it's Bradley Cooper taking a selfie of us with my iPhone! 🐘🎭😍 Regram from elephantmanbroadway… http://t.co/u1g4LweiQe,[]
